StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,AWNA,PLNA,PLA,AWA,QTime_First Click,QTime_Last Click,QTime_Page Submit,QTime_Click Count,Age,School,Employment,HHI,Industry,Sex,per_week,time_spent,lifestyle,attention,country,statement,lose,win_work,win_invest,confirm
2019-03-19 15:06:01,2019-03-19 15:07:59,IP Address,75.86.105.105,100,118,True,2019-03-19 15:23:10,R_sbXiCY61Xz8i5Pz,,,,,42.716094970703125,-87.82330322265625,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,24.7,24.7,25.537,2,25 - 34,Some college but no degree,Full-time employed,"$20,000 - $29,999",Service,Female,2-3 times a week,1 - 2 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,494539
2019-03-19 15:57:39,2019-03-19 16:00:54,IP Address,68.58.174.218,100,195,True,2019-03-19 16:16:09,R_0dOQu4tHV8gqnS1,,,,,42.3574981689453125,-83.2162017822265625,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,20.686,31.299,35.019,2,25 - 34,Some college but no degree,Full-time employed,"$100,000 - $149,999",Other,Female,Once or twice a month,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,384312
2019-03-19 16:34:50,2019-03-19 16:36:22,IP Address,99.110.226.35,100,92,True,2019-03-19 16:36:23,R_1itJ4EmSNSqeGdk,,,,,37.9080047607421875,-85.28620147705078125,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,11.82,11.82,14.06,1,25 - 34,Some college but no degree,Full-time employed,"$70,000 - $79,999",Service,Male,Daily,3 - 4 hours,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,573519
2019-03-19 16:42:41,2019-03-19 16:43:54,IP Address,71.80.236.150,100,72,True,2019-03-19 16:43:54,R_Y3IvV0EoSZsegNj,,,,,37.0139007568359375,-121.577301025390625,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,4.947,10.154,13.134,4,25 - 34,Associate or Technical degree in college (2-year),Part-time employed,"$70,000 - $79,999",Sales and office,Male,Daily,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,894623
2019-03-19 16:50:40,2019-03-19 17:00:15,IP Address,45.31.36.204,100,575,True,2019-03-19 17:00:16,R_2y3LbMXoP6V84wU,,,,,42.9958038330078125,-82.45989990234375,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,74.598,74.598,84.037,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$30,000 - $39,999","Management, professional, and related",Male,2-3 times a week,5 - 6 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,708259
2019-03-19 17:22:05,2019-03-19 17:23:33,IP Address,68.56.72.30,100,87,True,2019-03-19 17:23:33,R_zUAnAOu3GgtCytP,,,,,42.910400390625,-85.82759857177734375,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,13.638,13.651,14.274,2,25 - 34,Some college but no degree,Full-time employed,"$40,000 - $49,999",Other,Male,Daily,30 - 60 minutes,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,730508
2019-03-19 17:46:35,2019-03-19 17:47:54,IP Address,69.125.65.103,100,78,True,2019-03-19 18:03:11,R_cH2AlTALYYYYNEd,,,,,40.903106689453125,-74.09549713134765625,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",14.002,14.002,15.768,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$50,000 - $59,999","Production, transportation, and material moving",Male,Daily,30 - 60 minutes,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,333683
2019-03-19 18:03:14,2019-03-19 18:06:05,IP Address,73.240.219.180,100,171,True,2019-03-19 18:06:06,R_2R4bi1pmFssuXAj,,,,,45.6031951904296875,-122.5133056640625,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,40.077,40.077,41.254,1,35 - 44,Bachelor's degree in college (4-year),Part-time employed,"$60,000 - $69,999",Other,Female,2-3 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,,,Select here to acknowledge your understanding,284355
2019-03-19 18:33:12,2019-03-19 18:35:07,IP Address,69.180.87.203,100,115,True,2019-03-19 18:35:07,R_2rwsfnOauEvK4wR,,,,,30.1609954833984375,-81.73110198974609375,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,22.432,22.435,34.73,2,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$100,000 - $149,999",Service,Male,Daily,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,322098
2019-03-19 18:33:11,2019-03-19 18:35:03,IP Address,69.180.87.203,100,111,True,2019-03-19 18:51:16,R_2b1VvO9MMBVak6t,,,,,30.1609954833984375,-81.73110198974609375,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",16.02,16.022,36.405,2,35 - 44,Master's degree,Full-time employed,"$90,000 - $99,999","Management, professional, and related",Female,Daily,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,811216
2019-03-19 17:34:03,2019-03-19 19:58:05,IP Address,73.79.166.153,100,8641,True,2019-03-19 19:58:06,R_2TzNKHOl9JJGJVt,,,,,40.0751953125,-80.77469635009765625,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,91.473,91.473,93.832,1,35 - 44,Associate or Technical degree in college (2-year),Full-time employed,"$40,000 - $49,999",Other,Female,4-6 times a week,3 - 4 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,821347
2019-03-19 19:59:38,2019-03-19 20:01:26,IP Address,115.99.250.149,100,107,True,2019-03-19 20:01:26,R_3G8U2mNhpBZ8e8t,,,,,12.983306884765625,77.58331298828125,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,12.966,12.966,13.82,1,55 - 64,Bachelor's degree in college (4-year),Full-time employed,"$50,000 - $59,999","Management, professional, and related",Male,Daily,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,India,,Select here to acknowledge your understanding,,,971730
2019-03-19 19:59:15,2019-03-19 20:02:08,IP Address,73.79.166.153,100,173,True,2019-03-19 20:02:08,R_2OZtTbklhhtkikC,,,,,40.0751953125,-80.77469635009765625,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,1.829,1.829,4.339,1,35 - 44,Associate or Technical degree in college (2-year),Full-time employed,"$40,000 - $49,999",Other,Male,4-6 times a week,3 - 4 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,487712
2019-03-19 21:21:35,2019-03-19 21:24:16,IP Address,108.214.191.161,100,161,True,2019-03-19 21:24:16,R_2CDsYnNvNnvbqZ4,,,,,42.21600341796875,-88.0771026611328125,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",30.202,30.202,32.011,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$80,000 - $89,999","Management, professional, and related",Male,Once a week,30 - 60 minutes,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,308262
2019-03-19 21:25:28,2019-03-19 21:26:27,IP Address,172.56.31.58,100,58,True,2019-03-19 21:26:28,R_2WGeNKyMFcDPA6v,,,,,34.2165985107421875,-117.39080047607421875,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,6.784,6.784,7.633,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$30,000 - $39,999",Sales and office,Male,2-3 times a week,30 - 60 minutes,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,658564
2019-03-19 12:07:50,2019-03-19 12:09:44,IP Address,72.189.106.155,100,114,True,2019-03-19 21:26:48,R_8x349iV3TFTFdRf,,,,,28.4882965087890625,-81.406097412109375,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",15.791,27.418,28.486,2,25 - 34,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$20,000 - $29,999",Service,Male,Daily,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,972499
2019-03-19 21:40:36,2019-03-19 21:43:14,IP Address,23.125.192.243,100,157,True,2019-03-19 21:43:14,R_cMSudoryDmM8BoZ,,,,,35.48370361328125,-80.98979949951171875,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,29.967,29.967,31.539,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$30,000 - $39,999",Sales and office,Male,4-6 times a week,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,496716
2019-03-19 22:40:56,2019-03-19 22:45:20,IP Address,117.222.156.27,100,264,True,2019-03-19 22:45:21,R_BVaytSbO6J204dH,,,,,9.9333038330078125,78.11669921875,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,5.793,5.793,7.413,1,35 - 44,Some college but no degree,Part-time employed,"$20,000 - $29,999",Other,Male,Daily,More than 7 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,India,,Select here to acknowledge your understanding,,,889565
2019-03-19 20:55:51,2019-03-19 20:57:56,IP Address,157.50.238.151,3,124,False,2019-03-20 00:58:17,R_2cjRqPAXA76W1PZ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20 01:33:37,2019-03-20 01:35:12,IP Address,103.49.206.202,100,94,True,2019-03-20 01:35:12,R_z0t6XTHAMwlLedH,,,,,15.5,80.04998779296875,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",0.655,1.309,3.951,2,25 - 34,"Professional degree (JD, MD)",Full-time employed,"$40,000 - $49,999","Management, professional, and related",Male,2-3 times a week,Less than 30 minutes,Mechanical Turk money does not materially change my financial situation,Second,The United States,764721,,,,
2019-03-20 03:11:53,2019-03-20 03:13:28,IP Address,67.235.12.181,100,95,True,2019-03-20 03:13:28,R_1Luv2X4Df6MrKQK,,,,,40.5753021240234375,-77.00830078125,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,16.622,16.622,18.56,1,25 - 34,Some college but no degree,Part-time looking for full-time,"$50,000 - $59,999",Service,Male,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,857625
2019-03-19 23:54:24,2019-03-19 23:56:21,IP Address,117.221.143.213,40,116,False,2019-03-20 03:56:22,R_2b4bZUULiZTTu5u,,,,,,,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,7.33,7.33,15.107,1,25 - 34,Some college but no degree,Full-time employed,"$10,000 - $19,999","Construction, extraction, and maintenance",Female,,,,,,,,,,
2019-03-20 04:43:33,2019-03-20 04:44:25,IP Address,103.49.206.202,100,52,True,2019-03-20 04:44:26,R_2ygw5jC5ssnyX83,,,,,15.5,80.04998779296875,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,0.642,1.175,2.245,2,25 - 34,"Professional degree (JD, MD)",Full-time employed,"$40,000 - $49,999","Management, professional, and related",Male,2-3 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,Second,India,882777,,,,
2019-03-20 05:12:33,2019-03-20 05:14:28,IP Address,193.37.252.231,100,114,True,2019-03-20 05:14:28,R_3R8viKgv9UnBRW4,,,,,25.9091949462890625,-80.3927001953125,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,10.673,20.669,21.492,3,45 - 54,Master's degree,Full-time employed,"$70,000 - $79,999","Management, professional, and related",Female,Daily,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,710703
2019-03-20 01:28:31,2019-03-20 01:29:59,IP Address,103.93.105.95,3,88,False,2019-03-20 05:30:00,R_qFm9GIE9M0ze6gF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-20 06:23:29,2019-03-20 06:25:38,IP Address,24.154.97.242,100,128,True,2019-03-20 06:25:38,R_1fdWirJHe8XyfKK,,,,,40.078704833984375,-79.8656005859375,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,17.956,27.24,29.671,2,45 - 54,Some college but no degree,Full-time employed,"$30,000 - $39,999",Other,Female,Daily,More than 7 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,706218
2019-03-20 06:26:32,2019-03-20 06:27:57,IP Address,24.154.97.242,100,84,True,2019-03-20 06:27:57,R_3TU65H62TbYDX2h,,,,,40.078704833984375,-79.8656005859375,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,10.533,10.533,14.779,1,45 - 54,Some college but no degree,Full-time employed,"$30,000 - $39,999","Management, professional, and related",Male,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,123982
2019-03-20 06:51:36,2019-03-20 06:55:05,IP Address,49.206.113.172,100,208,True,2019-03-20 06:55:05,R_Y5qaJVIpRVuQZTX,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,25.963,25.963,29.083,1,35 - 44,Master's degree,Full-time employed,"$20,000 - $29,999","Management, professional, and related",Female,Daily,More than 7 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,India,,Select here to acknowledge your understanding,,,226725
2019-03-20 07:01:47,2019-03-20 07:03:27,IP Address,192.180.140.240,100,100,True,2019-03-20 07:03:28,R_DS2U4qkOED6Lt7P,,,,,37.8267059326171875,-85.940399169921875,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,11.789,11.789,17.512,1,35 - 44,Associate or Technical degree in college (2-year),Full-time employed,"$60,000 - $69,999","Management, professional, and related",Female,Daily,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,349438
2019-03-20 07:24:15,2019-03-20 07:28:15,IP Address,172.56.10.199,100,240,True,2019-03-20 07:28:15,R_3kCV4W4UsTFtpC1,,,,,42.4337005615234375,-83.04340362548828125,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,14.713,14.713,16.917,1,35 - 44,Associate or Technical degree in college (2-year),Not working and seeking employment (Unemployed),"$50,000 - $59,999",Unemployed,Female,2-3 times a week,Less than 30 minutes,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,229804
